indicator,parentlocation,location,period,dim1,factvaluenumeric
New HIV infections (per 1000 uninfected population),Eastern Mediterranean,Kuwait,2023,Male,0.1
New HIV infections (per 1000 uninfected population),Europe,Kyrgyzstan,2023,Female,0.1
New HIV infections (per 1000 uninfected population),Eastern Mediterranean,Lebanon,2023,Both sexes,0.1
New HIV infections (per 1000 uninfected population),Europe,Lithuania,2023,Female,0.1
New HIV infections (per 1000 uninfected population),Europe,Luxembourg,2023,Female,0.1
New HIV infections (per 1000 uninfected population),Western Pacific,Malaysia,2023,Both sexes,0.1
New HIV infections (per 1000 uninfected population),Western Pacific,Malaysia,2023,Female,0.1
New HIV infections (per 1000 uninfected population),Europe,Malta,2023,Female,0.1
New HIV infections (per 1000 uninfected population),Africa,Mauritania,2023,Both sexes,0.1
New HIV infections (per 1000 uninfected population),Africa,Mauritania,2023,Female,0.1
New HIV infections (per 1000 uninfected population),Americas,Mexico,2023,Female,0.1
New HIV infections (per 1000 uninfected population),Western Pacific,Mongolia,2023,Both sexes,0.1
New HIV infections (per 1000 uninfected population),Western Pacific,Mongolia,2023,Male,0.1
New HIV infections (per 1000 uninfected population),Europe,Montenegro,2023,Both sexes,0.1
New HIV infections (per 1000 uninfected population),Eastern Mediterranean,Morocco,2023,Both sexes,0.1
New HIV infections (per 1000 uninfected population),Eastern Mediterranean,Morocco,2023,Female,0.1
New HIV infections (per 1000 uninfected population),Eastern Mediterranean,Morocco,2023,Male,0.1
New HIV infections (per 1000 uninfected population),South-East Asia,Nepal,2023,Both sexes,0.1
New HIV infections (per 1000 uninfected population),South-East Asia,Nepal,2023,Male,0.1
New HIV infections (per 1000 uninfected population),Americas,Nicaragua,2023,Female,0.1
New HIV infections (per 1000 uninfected population),Africa,Niger,2023,Both sexes,0.1
New HIV infections (per 1000 uninfected population),Africa,Niger,2023,Female,0.1
New HIV infections (per 1000 uninfected population),Africa,Niger,2023,Male,0.1
New HIV infections (per 1000 uninfected population),Europe,North Macedonia,2023,Both sexes,0.1
New HIV infections (per 1000 uninfected population),Europe,North Macedonia,2023,Male,0.1
New HIV infections (per 1000 uninfected population),Eastern Mediterranean,Oman,2023,Both sexes,0.1
New HIV infections (per 1000 uninfected population),Eastern Mediterranean,Oman,2023,Male,0.1
New HIV infections (per 1000 uninfected population),Western Pacific,Philippines,2023,Female,0.1
New HIV infections (per 1000 uninfected population),Europe,Portugal,2023,Both sexes,0.1
New HIV infections (per 1000 uninfected population),Europe,Portugal,2023,Female,0.1
New HIV infections (per 1000 uninfected population),Eastern Mediterranean,Qatar,2023,Both sexes,0.1
New HIV infections (per 1000 uninfected population),Eastern Mediterranean,Qatar,2023,Female,0.1
New HIV infections (per 1000 uninfected population),Eastern Mediterranean,Qatar,2023,Male,0.1
New HIV infections (per 1000 uninfected population),Europe,Romania,2023,Both sexes,0.1
New HIV infections (per 1000 uninfected population),Europe,Romania,2023,Male,0.1
New HIV infections (per 1000 uninfected population),Africa,Sao Tome and Principe,2023,Male,0.1
New HIV infections (per 1000 uninfected population),Eastern Mediterranean,Saudi Arabia,2023,Both sexes,0.1
New HIV infections (per 1000 uninfected population),Eastern Mediterranean,Saudi Arabia,2023,Male,0.1
New HIV infections (per 1000 uninfected population),Europe,Serbia,2023,Both sexes,0.1
New HIV infections (per 1000 uninfected population),Europe,Serbia,2023,Male,0.1
New HIV infections (per 1000 uninfected population),Western Pacific,Singapore,2023,Both sexes,0.1
New HIV infections (per 1000 uninfected population),Western Pacific,Singapore,2023,Male,0.1
New HIV infections (per 1000 uninfected population),Europe,Slovakia,2023,Both sexes,0.1
New HIV infections (per 1000 uninfected population),Europe,Slovakia,2023,Male,0.1
New HIV infections (per 1000 uninfected population),Europe,Spain,2023,Both sexes,0.1
New HIV infections (per 1000 uninfected population),South-East Asia,Sri Lanka,2023,Male,0.1
New HIV infections (per 1000 uninfected population),Europe,Switzerland,2023,Male,0.1
New HIV infections (per 1000 uninfected population),Europe,Tajikistan,2023,Both sexes,0.1
New HIV infections (per 1000 uninfected population),Europe,Tajikistan,2023,Female,0.1
New HIV infections (per 1000 uninfected population),South-East Asia,Thailand,2023,Female,0.1
New HIV infections (per 1000 uninfected population),South-East Asia,Timor-Leste,2023,Female,0.1
New HIV infections (per 1000 uninfected population),Eastern Mediterranean,Tunisia,2023,Female,0.1
New HIV infections (per 1000 uninfected population),Europe,Uzbekistan,2023,Female,0.1
New HIV infections (per 1000 uninfected population),Western Pacific,Viet Nam,2023,Both sexes,0.1
New HIV infections (per 1000 uninfected population),Western Pacific,Viet Nam,2023,Female,0.1
New HIV infections (per 1000 uninfected population),Eastern Mediterranean,Yemen,2023,Both sexes,0.1
New HIV infections (per 1000 uninfected population),Eastern Mediterranean,Yemen,2023,Female,0.1
New HIV infections (per 1000 uninfected population),Eastern Mediterranean,Yemen,2023,Male,0.1
New HIV infections (per 1000 uninfected population),Africa,Burkina Faso,2023,Male,0.1
New HIV infections (per 1000 uninfected population),Africa,Ethiopia,2023,Male,0.1
New HIV infections (per 1000 uninfected population),Africa,Mauritania,2023,Male,0.1
New HIV infections (per 1000 uninfected population),Europe,Tajikistan,2023,Male,0.1
New HIV infections (per 1000 uninfected population),South-East Asia,Timor-Leste,2023,Both sexes,0.1
New HIV infections (per 1000 uninfected population),Europe,Uzbekistan,2023,Both sexes,0.1
New HIV infections (per 1000 uninfected population),Americas,Argentina,2023,Both sexes,0.1
New HIV infections (per 1000 uninfected population),Africa,Burkina Faso,2023,Both sexes,0.1
New HIV infections (per 1000 uninfected population),Americas,Ecuador,2023,Female,0.1
New HIV infections (per 1000 uninfected population),Americas,El Salvador,2023,Female,0.1
New HIV infections (per 1000 uninfected population),Africa,Eritrea,2023,Both sexes,0.1
New HIV infections (per 1000 uninfected population),Europe,Greece,2023,Male,0.1
New HIV infections (per 1000 uninfected population),Americas,Honduras,2023,Male,0.1
New HIV infections (per 1000 uninfected population),South-East Asia,Indonesia,2023,Both sexes,0.1
New HIV infections (per 1000 uninfected population),Europe,Latvia,2023,Female,0.1
New HIV infections (per 1000 uninfected population),Europe,Montenegro,2023,Male,0.1
New HIV infections (per 1000 uninfected population),Europe,Portugal,2023,Male,0.1
New HIV infections (per 1000 uninfected population),Africa,Sao Tome and Principe,2023,Female,0.1
New HIV infections (per 1000 uninfected population),Americas,Barbados,2023,Female,0.1
New HIV infections (per 1000 uninfected population),Americas,Bolivia (Plurinational State of),2023,Female,0.1
New HIV infections (per 1000 uninfected population),Americas,Colombia,2023,Female,0.1
New HIV infections (per 1000 uninfected population),Eastern Mediterranean,Egypt,2023,Male,0.1
New HIV infections (per 1000 uninfected population),Europe,Estonia,2023,Both sexes,0.1
New HIV infections (per 1000 uninfected population),Europe,Lithuania,2023,Both sexes,0.1
New HIV infections (per 1000 uninfected population),Europe,Malta,2023,Both sexes,0.1
New HIV infections (per 1000 uninfected population),South-East Asia,Timor-Leste,2023,Male,0.1
New HIV infections (per 1000 uninfected population),Eastern Mediterranean,Tunisia,2023,Both sexes,0.1
New HIV infections (per 1000 uninfected population),Europe,Belarus,2023,Female,0.1
New HIV infections (per 1000 uninfected population),South-East Asia,Bhutan,2023,Female,0.1
New HIV infections (per 1000 uninfected population),Africa,Burkina Faso,2023,Female,0.1
New HIV infections (per 1000 uninfected population),Africa,Eritrea,2023,Female,0.1
New HIV infections (per 1000 uninfected population),Europe,Luxembourg,2023,Both sexes,0.1
New HIV infections (per 1000 uninfected population),Europe,Spain,2023,Male,0.1
New HIV infections (per 1000 uninfected population),Africa,Benin,2023,Male,0.1
New HIV infections (per 1000 uninfected population),South-East Asia,Bhutan,2023,Both sexes,0.1
New HIV infections (per 1000 uninfected population),Africa,Ethiopia,2023,Both sexes,0.1
New HIV infections (per 1000 uninfected population),Europe,Estonia,2023,Male,0.1
New HIV infections (per 1000 uninfected population),Americas,Nicaragua,2023,Both sexes,0.1
New HIV infections (per 1000 uninfected population),Africa,Benin,2023,Both sexes,0.1
New HIV infections (per 1000 uninfected population),Europe,Lithuania,2023,Male,0.1
New HIV infections (per 1000 uninfected population),Africa,Ethiopia,2023,Female,0.1
New HIV infections (per 1000 uninfected population),Europe,Belarus,2023,Both sexes,0.1
New HIV infections (per 1000 uninfected population),Eastern Mediterranean,Afghanistan,2023,Male,0.1
New HIV infections (per 1000 uninfected population),Western Pacific,Viet Nam,2023,Male,0.1
New HIV infections (per 1000 uninfected population),Americas,Guatemala,2023,Male,0.1
New HIV infections (per 1000 uninfected population),Western Pacific,Lao People's Democratic Republic,2023,Female,0.1
New HIV infections (per 1000 uninfected population),Eastern Mediterranean,Lebanon,2023,Male,0.1
New HIV infections (per 1000 uninfected population),Africa,Burundi,2023,Male,0.1
New HIV infections (per 1000 uninfected population),Eastern Mediterranean,Tunisia,2023,Male,0.1
New HIV infections (per 1000 uninfected population),Eastern Mediterranean,Sudan,2023,Female,0.1
New HIV infections (per 1000 uninfected population),Europe,Uzbekistan,2023,Male,0.11
New HIV infections (per 1000 uninfected population),Europe,Armenia,2023,Female,0.11
New HIV infections (per 1000 uninfected population),Europe,France,2023,Male,0.11
New HIV infections (per 1000 uninfected population),Americas,Peru,2023,Female,0.11
New HIV infections (per 1000 uninfected population),South-East Asia,Bhutan,2023,Male,0.11
New HIV infections (per 1000 uninfected population),Eastern Mediterranean,Sudan,2023,Both sexes,0.11
New HIV infections (per 1000 uninfected population),Europe,Kyrgyzstan,2023,Both sexes,0.11
New HIV infections (per 1000 uninfected population),Americas,Argentina,2023,Male,0.12
New HIV infections (per 1000 uninfected population),Americas,Ecuador,2023,Both sexes,0.12
New HIV infections (per 1000 uninfected population),Europe,Kazakhstan,2023,Both sexes,0.12
New HIV infections (per 1000 uninfected population),Africa,Burundi,2023,Both sexes,0.12
New HIV infections (per 1000 uninfected population),Americas,Bahamas,2023,Female,0.12
New HIV infections (per 1000 uninfected population),Europe,Luxembourg,2023,Male,0.12
New HIV infections (per 1000 uninfected population),Africa,Benin,2023,Female,0.12
New HIV infections (per 1000 uninfected population),Africa,Liberia,2023,Male,0.12
New HIV infections (per 1000 uninfected population),Americas,Brazil,2023,Female,0.12
New HIV infections (per 1000 uninfected population),Western Pacific,Cambodia,2023,Male,0.12
New HIV infections (per 1000 uninfected population),Americas,El Salvador,2023,Both sexes,0.13
New HIV infections (per 1000 uninfected population),Americas,Paraguay,2023,Female,0.13
New HIV infections (per 1000 uninfected population),Africa,Democratic Republic of the Congo,2023,Male,0.13
New HIV infections (per 1000 uninfected population),Eastern Mediterranean,Sudan,2023,Male,0.13
New HIV infections (per 1000 uninfected population),South-East Asia,Thailand,2023,Both sexes,0.13
New HIV infections (per 1000 uninfected population),Americas,Barbados,2023,Both sexes,0.14
New HIV infections (per 1000 uninfected population),Americas,Nicaragua,2023,Male,0.14
New HIV infections (per 1000 uninfected population),Africa,Burundi,2023,Female,0.14
New HIV infections (per 1000 uninfected population),Africa,Senegal,2023,Female,0.14
New HIV infections (per 1000 uninfected population),Europe,Georgia,2023,Both sexes,0.14
New HIV infections (per 1000 uninfected population),South-East Asia,Indonesia,2023,Male,0.14
New HIV infections (per 1000 uninfected population),Europe,Kyrgyzstan,2023,Male,0.14
New HIV infections (per 1000 uninfected population),South-East Asia,Myanmar,2023,Female,0.14
New HIV infections (per 1000 uninfected population),Americas,Venezuela (Bolivarian Republic of),2023,Female,0.14
New HIV infections (per 1000 uninfected population),Western Pacific,Malaysia,2023,Male,0.14
New HIV infections (per 1000 uninfected population),Africa,Liberia,2023,Both sexes,0.15
New HIV infections (per 1000 uninfected population),Europe,Belarus,2023,Male,0.15
New HIV infections (per 1000 uninfected population),Europe,Latvia,2023,Both sexes,0.15
New HIV infections (per 1000 uninfected population),Americas,Mexico,2023,Both sexes,0.15
New HIV infections (per 1000 uninfected population),Americas,Uruguay,2023,Female,0.16
New HIV infections (per 1000 uninfected population),Americas,Bahamas,2023,Both sexes,0.16
New HIV infections (per 1000 uninfected population),Europe,Malta,2023,Male,0.16
New HIV infections (per 1000 uninfected population),Americas,Ecuador,2023,Male,0.16
New HIV infections (per 1000 uninfected population),Africa,Senegal,2023,Both sexes,0.16
New HIV infections (per 1000 uninfected population),Americas,Bolivia (Plurinational State of),2023,Both sexes,0.16
New HIV infections (per 1000 uninfected population),Americas,Costa Rica,2023,Both sexes,0.17
New HIV infections (per 1000 uninfected population),Africa,Democratic Republic of the Congo,2023,Both sexes,0.17
New HIV infections (per 1000 uninfected population),Africa,Rwanda,2023,Male,0.17
New HIV infections (per 1000 uninfected population),Africa,Senegal,2023,Male,0.17
New HIV infections (per 1000 uninfected population),Africa,Liberia,2023,Female,0.18
New HIV infections (per 1000 uninfected population),Americas,Cuba,2023,Both sexes,0.18
New HIV infections (per 1000 uninfected population),Europe,Republic of Moldova,2023,Female,0.18
New HIV infections (per 1000 uninfected population),Americas,Chile,2023,Both sexes,0.18
New HIV infections (per 1000 uninfected population),Western Pacific,Lao People's Democratic Republic,2023,Both sexes,0.18
New HIV infections (per 1000 uninfected population),Americas,Panama,2023,Female,0.18
New HIV infections (per 1000 uninfected population),Europe,Kazakhstan,2023,Male,0.19
New HIV infections (per 1000 uninfected population),Americas,El Salvador,2023,Male,0.19
New HIV infections (per 1000 uninfected population),Americas,Peru,2023,Both sexes,0.19
New HIV infections (per 1000 uninfected population),South-East Asia,Myanmar,2023,Both sexes,0.19
New HIV infections (per 1000 uninfected population),Europe,Armenia,2023,Both sexes,0.19
New HIV infections (per 1000 uninfected population),Africa,Chad,2023,Male,0.2
New HIV infections (per 1000 uninfected population),Africa,Togo,2023,Male,0.2
New HIV infections (per 1000 uninfected population),Americas,Paraguay,2023,Both sexes,0.2
New HIV infections (per 1000 uninfected population),Africa,Democratic Republic of the Congo,2023,Female,0.21
New HIV infections (per 1000 uninfected population),Americas,Barbados,2023,Male,0.21
New HIV infections (per 1000 uninfected population),Africa,Mali,2023,Male,0.21
New HIV infections (per 1000 uninfected population),Europe,Georgia,2023,Male,0.21
New HIV infections (per 1000 uninfected population),South-East Asia,Thailand,2023,Male,0.21
New HIV infections (per 1000 uninfected population),Africa,Kenya,2023,Male,0.22
New HIV infections (per 1000 uninfected population),Americas,Bahamas,2023,Male,0.22
New HIV infections (per 1000 uninfected population),Europe,Latvia,2023,Male,0.22
New HIV infections (per 1000 uninfected population),Americas,Uruguay,2023,Both sexes,0.24
New HIV infections (per 1000 uninfected population),Africa,Mali,2023,Both sexes,0.24
New HIV infections (per 1000 uninfected population),Africa,Rwanda,2023,Both sexes,0.24
New HIV infections (per 1000 uninfected population),Americas,Bolivia (Plurinational State of),2023,Male,0.24
New HIV infections (per 1000 uninfected population),Americas,Mexico,2023,Male,0.24
New HIV infections (per 1000 uninfected population),Western Pacific,Philippines,2023,Both sexes,0.24
New HIV infections (per 1000 uninfected population),Americas,Brazil,2023,Both sexes,0.24
New HIV infections (per 1000 uninfected population),Western Pacific,Lao People's Democratic Republic,2023,Male,0.24
New HIV infections (per 1000 uninfected population),Africa,Cote d'Ivoire,2023,Male,0.25
New HIV infections (per 1000 uninfected population),Africa,Chad,2023,Both sexes,0.25
New HIV infections (per 1000 uninfected population),Americas,Colombia,2023,Both sexes,0.25
New HIV infections (per 1000 uninfected population),South-East Asia,Myanmar,2023,Male,0.25
New HIV infections (per 1000 uninfected population),Africa,Togo,2023,Both sexes,0.26
New HIV infections (per 1000 uninfected population),Africa,Mali,2023,Female,0.27
New HIV infections (per 1000 uninfected population),Africa,Guinea,2023,Male,0.27
New HIV infections (per 1000 uninfected population),Americas,Paraguay,2023,Male,0.27
New HIV infections (per 1000 uninfected population),Eastern Mediterranean,Djibouti,2023,Female,0.27
New HIV infections (per 1000 uninfected population),Americas,Peru,2023,Male,0.27
New HIV infections (per 1000 uninfected population),Africa,Nigeria,2023,Male,0.27
New HIV infections (per 1000 uninfected population),Americas,Venezuela (Bolivarian Republic of),2023,Both sexes,0.27
New HIV infections (per 1000 uninfected population),Eastern Mediterranean,Djibouti,2023,Both sexes,0.29
New HIV infections (per 1000 uninfected population),Americas,Cuba,2023,Male,0.29
New HIV infections (per 1000 uninfected population),Africa,Chad,2023,Female,0.3
New HIV infections (per 1000 uninfected population),Europe,Republic of Moldova,2023,Both sexes,0.3
New HIV infections (per 1000 uninfected population),Europe,Armenia,2023,Male,0.3
New HIV infections (per 1000 uninfected population),Americas,Costa Rica,2023,Male,0.31
New HIV infections (per 1000 uninfected population),Africa,Kenya,2023,Both sexes,0.31
New HIV infections (per 1000 uninfected population),Africa,Togo,2023,Female,0.31
New HIV infections (per 1000 uninfected population),Americas,Dominican Republic,2023,Female,0.31
New HIV infections (per 1000 uninfected population),Africa,Rwanda,2023,Female,0.31
New HIV infections (per 1000 uninfected population),Americas,Chile,2023,Male,0.31
New HIV infections (per 1000 uninfected population),Americas,Uruguay,2023,Male,0.32
New HIV infections (per 1000 uninfected population),Africa,Sierra Leone,2023,Male,0.32
New HIV infections (per 1000 uninfected population),Eastern Mediterranean,Djibouti,2023,Male,0.32
New HIV infections (per 1000 uninfected population),Africa,Angola,2023,Male,0.32
New HIV infections (per 1000 uninfected population),Africa,Guinea,2023,Both sexes,0.33
New HIV infections (per 1000 uninfected population),Africa,Nigeria,2023,Both sexes,0.34
New HIV infections (per 1000 uninfected population),Africa,Cote d'Ivoire,2023,Both sexes,0.35
New HIV infections (per 1000 uninfected population),Americas,Belize,2023,Female,0.35
New HIV infections (per 1000 uninfected population),Americas,Panama,2023,Both sexes,0.35
New HIV infections (per 1000 uninfected population),Western Pacific,Fiji,2023,Female,0.36
New HIV infections (per 1000 uninfected population),Americas,Dominican Republic,2023,Both sexes,0.36
New HIV infections (per 1000 uninfected population),Americas,Jamaica,2023,Female,0.36
New HIV infections (per 1000 uninfected population),Americas,Brazil,2023,Male,0.36
New HIV infections (per 1000 uninfected population),Africa,Sierra Leone,2023,Both sexes,0.39
New HIV infections (per 1000 uninfected population),Africa,Guinea,2023,Female,0.39
New HIV infections (per 1000 uninfected population),Americas,Belize,2023,Both sexes,0.39
New HIV infections (per 1000 uninfected population),Americas,Venezuela (Bolivarian Republic of),2023,Male,0.39
New HIV infections (per 1000 uninfected population),Western Pacific,Fiji,2023,Both sexes,0.4
New HIV infections (per 1000 uninfected population),Africa,Kenya,2023,Female,0.4
New HIV infections (per 1000 uninfected population),Africa,Ghana,2023,Male,0.41
New HIV infections (per 1000 uninfected population),Africa,Guinea-Bissau,2023,Male,0.41
New HIV infections (per 1000 uninfected population),Americas,Haiti,2023,Male,0.41
New HIV infections (per 1000 uninfected population),Americas,Dominican Republic,2023,Male,0.42
New HIV infections (per 1000 uninfected population),Africa,South Sudan,2023,Male,0.42
New HIV infections (per 1000 uninfected population),Europe,Republic of Moldova,2023,Male,0.42
New HIV infections (per 1000 uninfected population),Africa,Nigeria,2023,Female,0.42
New HIV infections (per 1000 uninfected population),Americas,Jamaica,2023,Both sexes,0.42
New HIV infections (per 1000 uninfected population),Western Pacific,Fiji,2023,Male,0.43
New HIV infections (per 1000 uninfected population),Americas,Belize,2023,Male,0.43
New HIV infections (per 1000 uninfected population),Americas,Colombia,2023,Male,0.44
New HIV infections (per 1000 uninfected population),Africa,Angola,2023,Both sexes,0.44
New HIV infections (per 1000 uninfected population),Western Pacific,Philippines,2023,Male,0.44
New HIV infections (per 1000 uninfected population),Africa,Gabon,2023,Male,0.45
New HIV infections (per 1000 uninfected population),Africa,Cote d'Ivoire,2023,Female,0.46
New HIV infections (per 1000 uninfected population),Africa,Sierra Leone,2023,Female,0.46
New HIV infections (per 1000 uninfected population),Africa,Cabo Verde,2023,Female,0.46
New HIV infections (per 1000 uninfected population),Africa,Malawi,2023,Male,0.47
New HIV infections (per 1000 uninfected population),Africa,Gambia,2023,Male,0.48
