indicator,parentlocation,location,period,dim1,factvaluenumeric
Estimated antiretroviral therapy coverage among children,Africa,Botswana,2023,,66
Estimated antiretroviral therapy coverage among children,Africa,United Republic of Tanzania,2023,,66
Estimated antiretroviral therapy coverage among children,Western Pacific,Lao People's Democratic Republic,2023,,66
Estimated antiretroviral therapy coverage among children,Africa,Mozambique,2023,,67
Estimated antiretroviral therapy coverage among children,Africa,Senegal,2023,,67
Estimated antiretroviral therapy coverage among children,Africa,Togo,2023,,68
Estimated antiretroviral therapy coverage among children,Africa,Mauritius,2023,,68
Estimated antiretroviral therapy coverage among children,Africa,Madagascar,2023,,7
Estimated antiretroviral therapy coverage among children,Africa,Kenya,2023,,70
Estimated antiretroviral therapy coverage among children,Western Pacific,Viet Nam,2023,,70
Estimated antiretroviral therapy coverage among children,Africa,Zambia,2023,,71
Estimated antiretroviral therapy coverage among children,Africa,Rwanda,2023,,71
Estimated antiretroviral therapy coverage among children,Africa,Malawi,2023,,72
Estimated antiretroviral therapy coverage among children,Americas,Costa Rica,2023,,73
Estimated antiretroviral therapy coverage among children,Africa,Uganda,2023,,77
Estimated antiretroviral therapy coverage among children,Africa,Lesotho,2023,,80
Estimated antiretroviral therapy coverage among children,Eastern Mediterranean,Morocco,2023,,85
Estimated antiretroviral therapy coverage among children,South-East Asia,Bangladesh,2023,,86
Estimated antiretroviral therapy coverage among children,Africa,Algeria,2023,,87
Estimated antiretroviral therapy coverage among children,Western Pacific,Malaysia,2023,,91
Estimated antiretroviral therapy coverage among children,South-East Asia,Nepal,2023,,91
Estimated antiretroviral therapy coverage among children,Western Pacific,Fiji,2023,,93
Estimated antiretroviral therapy coverage among children,Europe,Tajikistan,2023,,95
Estimated antiretroviral therapy coverage among children,Europe,Albania,2023,,
Estimated antiretroviral therapy coverage among children,Europe,Andorra,2023,,
Estimated antiretroviral therapy coverage among children,Americas,Antigua and Barbuda,2023,,
Estimated antiretroviral therapy coverage among children,Americas,Argentina,2023,,
Estimated antiretroviral therapy coverage among children,Western Pacific,Australia,2023,,
Estimated antiretroviral therapy coverage among children,Europe,Austria,2023,,
Estimated antiretroviral therapy coverage among children,Europe,Azerbaijan,2023,,
Estimated antiretroviral therapy coverage among children,Americas,Bahamas,2023,,
Estimated antiretroviral therapy coverage among children,Eastern Mediterranean,Bahrain,2023,,
Estimated antiretroviral therapy coverage among children,Americas,Barbados,2023,,
Estimated antiretroviral therapy coverage among children,Europe,Belarus,2023,,
Estimated antiretroviral therapy coverage among children,Europe,Belgium,2023,,
Estimated antiretroviral therapy coverage among children,South-East Asia,Bhutan,2023,,
Estimated antiretroviral therapy coverage among children,Europe,Bosnia and Herzegovina,2023,,
Estimated antiretroviral therapy coverage among children,Americas,Brazil,2023,,
Estimated antiretroviral therapy coverage among children,Western Pacific,Brunei Darussalam,2023,,
Estimated antiretroviral therapy coverage among children,Europe,Bulgaria,2023,,
Estimated antiretroviral therapy coverage among children,Africa,Cameroon,2023,,
Estimated antiretroviral therapy coverage among children,Americas,Canada,2023,,
Estimated antiretroviral therapy coverage among children,Africa,Central African Republic,2023,,
Estimated antiretroviral therapy coverage among children,Americas,Chile,2023,,
Estimated antiretroviral therapy coverage among children,Western Pacific,China,2023,,
Estimated antiretroviral therapy coverage among children,Americas,Colombia,2023,,
Estimated antiretroviral therapy coverage among children,Africa,Comoros,2023,,
Estimated antiretroviral therapy coverage among children,Western Pacific,Cook Islands,2023,,
Estimated antiretroviral therapy coverage among children,Europe,Croatia,2023,,
Estimated antiretroviral therapy coverage among children,Europe,Cyprus,2023,,
Estimated antiretroviral therapy coverage among children,Europe,Czechia,2023,,
Estimated antiretroviral therapy coverage among children,South-East Asia,Democratic People's Republic of Korea,2023,,
Estimated antiretroviral therapy coverage among children,Europe,Denmark,2023,,
Estimated antiretroviral therapy coverage among children,Americas,Dominica,2023,,
Estimated antiretroviral therapy coverage among children,Africa,Equatorial Guinea,2023,,
Estimated antiretroviral therapy coverage among children,Europe,Estonia,2023,,
Estimated antiretroviral therapy coverage among children,Europe,Finland,2023,,
Estimated antiretroviral therapy coverage among children,Europe,France,2023,,
Estimated antiretroviral therapy coverage among children,Europe,Germany,2023,,
Estimated antiretroviral therapy coverage among children,Europe,Greece,2023,,
Estimated antiretroviral therapy coverage among children,Americas,Grenada,2023,,
Estimated antiretroviral therapy coverage among children,Europe,Hungary,2023,,
Estimated antiretroviral therapy coverage among children,Europe,Iceland,2023,,
Estimated antiretroviral therapy coverage among children,South-East Asia,India,2023,,
Estimated antiretroviral therapy coverage among children,Eastern Mediterranean,Iraq,2023,,
Estimated antiretroviral therapy coverage among children,Europe,Ireland,2023,,
Estimated antiretroviral therapy coverage among children,Europe,Israel,2023,,
Estimated antiretroviral therapy coverage among children,Europe,Italy,2023,,
Estimated antiretroviral therapy coverage among children,Western Pacific,Japan,2023,,
Estimated antiretroviral therapy coverage among children,Eastern Mediterranean,Jordan,2023,,
Estimated antiretroviral therapy coverage among children,Western Pacific,Kiribati,2023,,
Estimated antiretroviral therapy coverage among children,Eastern Mediterranean,Kuwait,2023,,
Estimated antiretroviral therapy coverage among children,Europe,Latvia,2023,,
Estimated antiretroviral therapy coverage among children,Eastern Mediterranean,Lebanon,2023,,
Estimated antiretroviral therapy coverage among children,Europe,Lithuania,2023,,
Estimated antiretroviral therapy coverage among children,Europe,Luxembourg,2023,,
Estimated antiretroviral therapy coverage among children,South-East Asia,Maldives,2023,,
Estimated antiretroviral therapy coverage among children,Europe,Malta,2023,,
Estimated antiretroviral therapy coverage among children,Western Pacific,Marshall Islands,2023,,
Estimated antiretroviral therapy coverage among children,Western Pacific,Micronesia (Federated States of),2023,,
Estimated antiretroviral therapy coverage among children,Europe,Monaco,2023,,
Estimated antiretroviral therapy coverage among children,Western Pacific,Mongolia,2023,,
Estimated antiretroviral therapy coverage among children,Europe,Montenegro,2023,,
Estimated antiretroviral therapy coverage among children,Africa,Namibia,2023,,
Estimated antiretroviral therapy coverage among children,Western Pacific,Nauru,2023,,
Estimated antiretroviral therapy coverage among children,Europe,Netherlands (Kingdom of the),2023,,
Estimated antiretroviral therapy coverage among children,Western Pacific,New Zealand,2023,,
Estimated antiretroviral therapy coverage among children,Western Pacific,Niue,2023,,
Estimated antiretroviral therapy coverage among children,Europe,North Macedonia,2023,,
Estimated antiretroviral therapy coverage among children,Europe,Norway,2023,,
Estimated antiretroviral therapy coverage among children,Eastern Mediterranean,Oman,2023,,
Estimated antiretroviral therapy coverage among children,Western Pacific,Palau,2023,,
Estimated antiretroviral therapy coverage among children,Americas,Peru,2023,,
Estimated antiretroviral therapy coverage among children,Europe,Poland,2023,,
Estimated antiretroviral therapy coverage among children,Europe,Portugal,2023,,
Estimated antiretroviral therapy coverage among children,Eastern Mediterranean,Qatar,2023,,
Estimated antiretroviral therapy coverage among children,Western Pacific,Republic of Korea,2023,,
Estimated antiretroviral therapy coverage among children,Europe,Romania,2023,,
Estimated antiretroviral therapy coverage among children,Europe,Russian Federation,2023,,
Estimated antiretroviral therapy coverage among children,Americas,Saint Kitts and Nevis,2023,,
Estimated antiretroviral therapy coverage among children,Americas,Saint Lucia,2023,,
Estimated antiretroviral therapy coverage among children,Americas,Saint Vincent and the Grenadines,2023,,
Estimated antiretroviral therapy coverage among children,Western Pacific,Samoa,2023,,
Estimated antiretroviral therapy coverage among children,Europe,San Marino,2023,,
Estimated antiretroviral therapy coverage among children,Africa,Sao Tome and Principe,2023,,
Estimated antiretroviral therapy coverage among children,Eastern Mediterranean,Saudi Arabia,2023,,
Estimated antiretroviral therapy coverage among children,Europe,Serbia,2023,,
Estimated antiretroviral therapy coverage among children,Africa,Seychelles,2023,,
Estimated antiretroviral therapy coverage among children,Western Pacific,Singapore,2023,,
Estimated antiretroviral therapy coverage among children,Europe,Slovakia,2023,,
Estimated antiretroviral therapy coverage among children,Europe,Slovenia,2023,,
Estimated antiretroviral therapy coverage among children,Western Pacific,Solomon Islands,2023,,
Estimated antiretroviral therapy coverage among children,Europe,Spain,2023,,
Estimated antiretroviral therapy coverage among children,South-East Asia,Sri Lanka,2023,,
Estimated antiretroviral therapy coverage among children,Europe,Sweden,2023,,
Estimated antiretroviral therapy coverage among children,Europe,Switzerland,2023,,
Estimated antiretroviral therapy coverage among children,Eastern Mediterranean,Syrian Arab Republic,2023,,
Estimated antiretroviral therapy coverage among children,Europe,Türkiye,2023,,
Estimated antiretroviral therapy coverage among children,South-East Asia,Timor-Leste,2023,,
Estimated antiretroviral therapy coverage among children,Western Pacific,Tonga,2023,,
Estimated antiretroviral therapy coverage among children,Americas,Trinidad and Tobago,2023,,
Estimated antiretroviral therapy coverage among children,Europe,Turkmenistan,2023,,
Estimated antiretroviral therapy coverage among children,Western Pacific,Tuvalu,2023,,
Estimated antiretroviral therapy coverage among children,Europe,Ukraine,2023,,
Estimated antiretroviral therapy coverage among children,Eastern Mediterranean,United Arab Emirates,2023,,
Estimated antiretroviral therapy coverage among children,Europe,United Kingdom of Great Britain and Northern Ireland,2023,,
Estimated antiretroviral therapy coverage among children,Americas,United States of America,2023,,
Estimated antiretroviral therapy coverage among children,Western Pacific,Vanuatu,2023,,
Estimated antiretroviral therapy coverage among children,Europe,Armenia,2022,,98
Estimated antiretroviral therapy coverage among children,Africa,Cabo Verde,2022,,98
Estimated antiretroviral therapy coverage among children,Africa,Eswatini,2022,,98
Estimated antiretroviral therapy coverage among children,Africa,Madagascar,2022,,10
Estimated antiretroviral therapy coverage among children,Africa,Chad,2022,,11
Estimated antiretroviral therapy coverage among children,Eastern Mediterranean,Somalia,2022,,13
Estimated antiretroviral therapy coverage among children,Eastern Mediterranean,Sudan,2022,,15
Estimated antiretroviral therapy coverage among children,Eastern Mediterranean,Djibouti,2022,,15
Estimated antiretroviral therapy coverage among children,Africa,Congo,2022,,15
Estimated antiretroviral therapy coverage among children,Eastern Mediterranean,Yemen,2022,,17
Estimated antiretroviral therapy coverage among children,Western Pacific,Philippines,2022,,17
Estimated antiretroviral therapy coverage among children,Americas,Guyana,2022,,20
Estimated antiretroviral therapy coverage among children,Americas,Dominican Republic,2022,,20
Estimated antiretroviral therapy coverage among children,Eastern Mediterranean,Tunisia,2022,,20
Estimated antiretroviral therapy coverage among children,Africa,South Sudan,2022,,21
Estimated antiretroviral therapy coverage among children,Africa,Gabon,2022,,22
Estimated antiretroviral therapy coverage among children,Americas,Suriname,2022,,22
Estimated antiretroviral therapy coverage among children,South-East Asia,Indonesia,2022,,22
Estimated antiretroviral therapy coverage among children,Africa,Angola,2022,,23
Estimated antiretroviral therapy coverage among children,Americas,Venezuela (Bolivarian Republic of),2022,,23
Estimated antiretroviral therapy coverage among children,Americas,Cuba,2022,,23
Estimated antiretroviral therapy coverage among children,Eastern Mediterranean,Afghanistan,2022,,24
Estimated antiretroviral therapy coverage among children,Africa,Burkina Faso,2022,,26
Estimated antiretroviral therapy coverage among children,Africa,Sierra Leone,2022,,27
Estimated antiretroviral therapy coverage among children,Africa,Nigeria,2022,,27
Estimated antiretroviral therapy coverage among children,Americas,Guatemala,2022,,27
Estimated antiretroviral therapy coverage among children,Americas,Honduras,2022,,28
Estimated antiretroviral therapy coverage among children,Africa,Ghana,2022,,29
Estimated antiretroviral therapy coverage among children,Africa,Gambia,2022,,29
Estimated antiretroviral therapy coverage among children,Americas,El Salvador,2022,,30
Estimated antiretroviral therapy coverage among children,Africa,Liberia,2022,,31
Estimated antiretroviral therapy coverage among children,Africa,Mauritania,2022,,33
Estimated antiretroviral therapy coverage among children,Africa,Guinea,2022,,33
Estimated antiretroviral therapy coverage among children,Americas,Jamaica,2022,,33
Estimated antiretroviral therapy coverage among children,Africa,Mali,2022,,35
Estimated antiretroviral therapy coverage among children,Africa,Benin,2022,,36
Estimated antiretroviral therapy coverage among children,Africa,Eritrea,2022,,37
Estimated antiretroviral therapy coverage among children,Americas,Paraguay,2022,,37
Estimated antiretroviral therapy coverage among children,Eastern Mediterranean,Pakistan,2022,,37
Estimated antiretroviral therapy coverage among children,Europe,Kyrgyzstan,2022,,39
Estimated antiretroviral therapy coverage among children,Americas,Belize,2022,,42
Estimated antiretroviral therapy coverage among children,Americas,Bolivia (Plurinational State of),2022,,43
Estimated antiretroviral therapy coverage among children,Eastern Mediterranean,Egypt,2022,,43
Estimated antiretroviral therapy coverage among children,Africa,Niger,2022,,46
Estimated antiretroviral therapy coverage among children,Americas,Nicaragua,2022,,47
Estimated antiretroviral therapy coverage among children,Africa,Ethiopia,2022,,48
Estimated antiretroviral therapy coverage among children,Africa,Cote d'Ivoire,2022,,48
Estimated antiretroviral therapy coverage among children,Eastern Mediterranean,Iran (Islamic Republic of),2022,,49
Estimated antiretroviral therapy coverage among children,Africa,Guinea-Bissau,2022,,49
Estimated antiretroviral therapy coverage among children,Americas,Mexico,2022,,49
Estimated antiretroviral therapy coverage among children,Western Pacific,Papua New Guinea,2022,,50
Estimated antiretroviral therapy coverage among children,Africa,Democratic Republic of the Congo,2022,,53
Estimated antiretroviral therapy coverage among children,Americas,Haiti,2022,,53
Estimated antiretroviral therapy coverage among children,South-East Asia,Thailand,2022,,53
Estimated antiretroviral therapy coverage among children,Europe,Republic of Moldova,2022,,56
Estimated antiretroviral therapy coverage among children,Western Pacific,Cambodia,2022,,56
Estimated antiretroviral therapy coverage among children,Africa,Togo,2022,,57
Estimated antiretroviral therapy coverage among children,Europe,Kazakhstan,2022,,59
Estimated antiretroviral therapy coverage among children,Western Pacific,Lao People's Democratic Republic,2022,,60
Estimated antiretroviral therapy coverage among children,Africa,South Africa,2022,,62
Estimated antiretroviral therapy coverage among children,Western Pacific,Fiji,2022,,63
Estimated antiretroviral therapy coverage among children,Africa,Burundi,2022,,63
Estimated antiretroviral therapy coverage among children,Africa,United Republic of Tanzania,2022,,63
Estimated antiretroviral therapy coverage among children,Africa,Mozambique,2022,,63
Estimated antiretroviral therapy coverage among children,Africa,Senegal,2022,,63
Estimated antiretroviral therapy coverage among children,Americas,Panama,2022,,63
Estimated antiretroviral therapy coverage among children,Americas,Ecuador,2022,,65
Estimated antiretroviral therapy coverage among children,Africa,Botswana,2022,,67
Estimated antiretroviral therapy coverage among children,Africa,Zimbabwe,2022,,67
Estimated antiretroviral therapy coverage among children,Africa,Rwanda,2022,,69
Estimated antiretroviral therapy coverage among children,Africa,Kenya,2022,,70
Estimated antiretroviral therapy coverage among children,South-East Asia,Myanmar,2022,,70
Estimated antiretroviral therapy coverage among children,Africa,Malawi,2022,,71
Estimated antiretroviral therapy coverage among children,Eastern Mediterranean,Libya,2022,,72
Estimated antiretroviral therapy coverage among children,Africa,Zambia,2022,,73
Estimated antiretroviral therapy coverage among children,Europe,Georgia,2022,,75
Estimated antiretroviral therapy coverage among children,Africa,Uganda,2022,,76
Estimated antiretroviral therapy coverage among children,Africa,Lesotho,2022,,77
Estimated antiretroviral therapy coverage among children,Western Pacific,Viet Nam,2022,,79
Estimated antiretroviral therapy coverage among children,Eastern Mediterranean,Morocco,2022,,80
Estimated antiretroviral therapy coverage among children,South-East Asia,Bangladesh,2022,,81
Estimated antiretroviral therapy coverage among children,Western Pacific,Malaysia,2022,,89
Estimated antiretroviral therapy coverage among children,Africa,Mauritius,2022,,89
Estimated antiretroviral therapy coverage among children,Africa,Algeria,2022,,91
Estimated antiretroviral therapy coverage among children,Europe,Tajikistan,2022,,91
Estimated antiretroviral therapy coverage among children,Americas,Uruguay,2022,,92
Estimated antiretroviral therapy coverage among children,South-East Asia,Nepal,2022,,97
Estimated antiretroviral therapy coverage among children,Europe,Albania,2022,,
Estimated antiretroviral therapy coverage among children,Europe,Andorra,2022,,
Estimated antiretroviral therapy coverage among children,Americas,Antigua and Barbuda,2022,,
Estimated antiretroviral therapy coverage among children,Americas,Argentina,2022,,
Estimated antiretroviral therapy coverage among children,Western Pacific,Australia,2022,,
Estimated antiretroviral therapy coverage among children,Europe,Austria,2022,,
Estimated antiretroviral therapy coverage among children,Europe,Azerbaijan,2022,,
Estimated antiretroviral therapy coverage among children,Americas,Bahamas,2022,,
Estimated antiretroviral therapy coverage among children,Eastern Mediterranean,Bahrain,2022,,
Estimated antiretroviral therapy coverage among children,Americas,Barbados,2022,,
Estimated antiretroviral therapy coverage among children,Europe,Belarus,2022,,
Estimated antiretroviral therapy coverage among children,Europe,Belgium,2022,,
Estimated antiretroviral therapy coverage among children,South-East Asia,Bhutan,2022,,
Estimated antiretroviral therapy coverage among children,Europe,Bosnia and Herzegovina,2022,,
Estimated antiretroviral therapy coverage among children,Americas,Brazil,2022,,
Estimated antiretroviral therapy coverage among children,Western Pacific,Brunei Darussalam,2022,,
Estimated antiretroviral therapy coverage among children,Europe,Bulgaria,2022,,
Estimated antiretroviral therapy coverage among children,Africa,Cameroon,2022,,
Estimated antiretroviral therapy coverage among children,Americas,Canada,2022,,
Estimated antiretroviral therapy coverage among children,Africa,Central African Republic,2022,,
Estimated antiretroviral therapy coverage among children,Americas,Chile,2022,,
Estimated antiretroviral therapy coverage among children,Western Pacific,China,2022,,
Estimated antiretroviral therapy coverage among children,Americas,Colombia,2022,,
Estimated antiretroviral therapy coverage among children,Africa,Comoros,2022,,
Estimated antiretroviral therapy coverage among children,Western Pacific,Cook Islands,2022,,
Estimated antiretroviral therapy coverage among children,Americas,Costa Rica,2022,,
Estimated antiretroviral therapy coverage among children,Europe,Croatia,2022,,
Estimated antiretroviral therapy coverage among children,Europe,Cyprus,2022,,
Estimated antiretroviral therapy coverage among children,Europe,Czechia,2022,,
Estimated antiretroviral therapy coverage among children,South-East Asia,Democratic People's Republic of Korea,2022,,
Estimated antiretroviral therapy coverage among children,Europe,Denmark,2022,,
Estimated antiretroviral therapy coverage among children,Americas,Dominica,2022,,
Estimated antiretroviral therapy coverage among children,Africa,Equatorial Guinea,2022,,
Estimated antiretroviral therapy coverage among children,Europe,Estonia,2022,,
Estimated antiretroviral therapy coverage among children,Europe,Finland,2022,,
Estimated antiretroviral therapy coverage among children,Europe,France,2022,,
Estimated antiretroviral therapy coverage among children,Europe,Germany,2022,,
Estimated antiretroviral therapy coverage among children,Europe,Greece,2022,,
Estimated antiretroviral therapy coverage among children,Americas,Grenada,2022,,
Estimated antiretroviral therapy coverage among children,Europe,Hungary,2022,,
Estimated antiretroviral therapy coverage among children,Europe,Iceland,2022,,
Estimated antiretroviral therapy coverage among children,South-East Asia,India,2022,,
Estimated antiretroviral therapy coverage among children,Eastern Mediterranean,Iraq,2022,,
Estimated antiretroviral therapy coverage among children,Europe,Ireland,2022,,
Estimated antiretroviral therapy coverage among children,Europe,Israel,2022,,
Estimated antiretroviral therapy coverage among children,Europe,Italy,2022,,
Estimated antiretroviral therapy coverage among children,Western Pacific,Japan,2022,,
Estimated antiretroviral therapy coverage among children,Eastern Mediterranean,Jordan,2022,,
Estimated antiretroviral therapy coverage among children,Western Pacific,Kiribati,2022,,
Estimated antiretroviral therapy coverage among children,Eastern Mediterranean,Kuwait,2022,,
Estimated antiretroviral therapy coverage among children,Europe,Latvia,2022,,
Estimated antiretroviral therapy coverage among children,Eastern Mediterranean,Lebanon,2022,,
Estimated antiretroviral therapy coverage among children,Europe,Lithuania,2022,,
Estimated antiretroviral therapy coverage among children,Europe,Luxembourg,2022,,
Estimated antiretroviral therapy coverage among children,South-East Asia,Maldives,2022,,
Estimated antiretroviral therapy coverage among children,Europe,Malta,2022,,
Estimated antiretroviral therapy coverage among children,Western Pacific,Marshall Islands,2022,,
Estimated antiretroviral therapy coverage among children,Western Pacific,Micronesia (Federated States of),2022,,
Estimated antiretroviral therapy coverage among children,Europe,Monaco,2022,,
Estimated antiretroviral therapy coverage among children,Western Pacific,Mongolia,2022,,
Estimated antiretroviral therapy coverage among children,Europe,Montenegro,2022,,
Estimated antiretroviral therapy coverage among children,Africa,Namibia,2022,,
Estimated antiretroviral therapy coverage among children,Western Pacific,Nauru,2022,,
Estimated antiretroviral therapy coverage among children,Europe,Netherlands (Kingdom of the),2022,,
Estimated antiretroviral therapy coverage among children,Western Pacific,New Zealand,2022,,
Estimated antiretroviral therapy coverage among children,Western Pacific,Niue,2022,,
Estimated antiretroviral therapy coverage among children,Europe,North Macedonia,2022,,
Estimated antiretroviral therapy coverage among children,Europe,Norway,2022,,
Estimated antiretroviral therapy coverage among children,Eastern Mediterranean,Oman,2022,,
Estimated antiretroviral therapy coverage among children,Western Pacific,Palau,2022,,
Estimated antiretroviral therapy coverage among children,Americas,Peru,2022,,
Estimated antiretroviral therapy coverage among children,Europe,Poland,2022,,
Estimated antiretroviral therapy coverage among children,Europe,Portugal,2022,,
Estimated antiretroviral therapy coverage among children,Eastern Mediterranean,Qatar,2022,,
Estimated antiretroviral therapy coverage among children,Western Pacific,Republic of Korea,2022,,
Estimated antiretroviral therapy coverage among children,Europe,Romania,2022,,
Estimated antiretroviral therapy coverage among children,Europe,Russian Federation,2022,,
Estimated antiretroviral therapy coverage among children,Americas,Saint Kitts and Nevis,2022,,
Estimated antiretroviral therapy coverage among children,Americas,Saint Lucia,2022,,
Estimated antiretroviral therapy coverage among children,Americas,Saint Vincent and the Grenadines,2022,,
Estimated antiretroviral therapy coverage among children,Western Pacific,Samoa,2022,,
Estimated antiretroviral therapy coverage among children,Europe,San Marino,2022,,
Estimated antiretroviral therapy coverage among children,Africa,Sao Tome and Principe,2022,,
Estimated antiretroviral therapy coverage among children,Eastern Mediterranean,Saudi Arabia,2022,,
Estimated antiretroviral therapy coverage among children,Europe,Serbia,2022,,
Estimated antiretroviral therapy coverage among children,Africa,Seychelles,2022,,
Estimated antiretroviral therapy coverage among children,Western Pacific,Singapore,2022,,
Estimated antiretroviral therapy coverage among children,Europe,Slovakia,2022,,
Estimated antiretroviral therapy coverage among children,Europe,Slovenia,2022,,
Estimated antiretroviral therapy coverage among children,Western Pacific,Solomon Islands,2022,,
Estimated antiretroviral therapy coverage among children,Europe,Spain,2022,,
Estimated antiretroviral therapy coverage among children,South-East Asia,Sri Lanka,2022,,
Estimated antiretroviral therapy coverage among children,Europe,Sweden,2022,,
Estimated antiretroviral therapy coverage among children,Europe,Switzerland,2022,,
Estimated antiretroviral therapy coverage among children,Eastern Mediterranean,Syrian Arab Republic,2022,,
Estimated antiretroviral therapy coverage among children,Europe,Türkiye,2022,,
Estimated antiretroviral therapy coverage among children,South-East Asia,Timor-Leste,2022,,
Estimated antiretroviral therapy coverage among children,Western Pacific,Tonga,2022,,
Estimated antiretroviral therapy coverage among children,Americas,Trinidad and Tobago,2022,,
Estimated antiretroviral therapy coverage among children,Europe,Turkmenistan,2022,,
Estimated antiretroviral therapy coverage among children,Western Pacific,Tuvalu,2022,,
Estimated antiretroviral therapy coverage among children,Europe,Ukraine,2022,,
Estimated antiretroviral therapy coverage among children,Eastern Mediterranean,United Arab Emirates,2022,,
Estimated antiretroviral therapy coverage among children,Europe,United Kingdom of Great Britain and Northern Ireland,2022,,
