indicator,parentlocation,location,period,dim1,factvaluenumeric
Prevalence of HIV among adults aged 15 to 49 (%),Europe,Uzbekistan,2023,,0.2
Prevalence of HIV among adults aged 15 to 49 (%),Europe,Kyrgyzstan,2023,,0.2
Prevalence of HIV among adults aged 15 to 49 (%),Africa,Mauritania,2023,,0.2
Prevalence of HIV among adults aged 15 to 49 (%),Americas,Nicaragua,2023,,0.2
Prevalence of HIV among adults aged 15 to 49 (%),Western Pacific,Philippines,2023,,0.2
Prevalence of HIV among adults aged 15 to 49 (%),Europe,Switzerland,2023,,0.2
Prevalence of HIV among adults aged 15 to 49 (%),Americas,Honduras,2023,,0.3
Prevalence of HIV among adults aged 15 to 49 (%),South-East Asia,Indonesia,2023,,0.3
Prevalence of HIV among adults aged 15 to 49 (%),Europe,Italy,2023,,0.3
Prevalence of HIV among adults aged 15 to 49 (%),Europe,Kazakhstan,2023,,0.3
Prevalence of HIV among adults aged 15 to 49 (%),Europe,Armenia,2023,,0.3
Prevalence of HIV among adults aged 15 to 49 (%),Europe,Georgia,2023,,0.3
Prevalence of HIV among adults aged 15 to 49 (%),Americas,Guatemala,2023,,0.3
Prevalence of HIV among adults aged 15 to 49 (%),Europe,Luxembourg,2023,,0.3
Prevalence of HIV among adults aged 15 to 49 (%),Western Pacific,Viet Nam,2023,,0.3
Prevalence of HIV among adults aged 15 to 49 (%),Europe,Belarus,2023,,0.3
Prevalence of HIV among adults aged 15 to 49 (%),Western Pacific,Malaysia,2023,,0.3
Prevalence of HIV among adults aged 15 to 49 (%),Western Pacific,Fiji,2023,,0.4
Prevalence of HIV among adults aged 15 to 49 (%),Americas,Bolivia (Plurinational State of),2023,,0.4
Prevalence of HIV among adults aged 15 to 49 (%),Americas,Ecuador,2023,,0.4
Prevalence of HIV among adults aged 15 to 49 (%),Europe,France,2023,,0.4
Prevalence of HIV among adults aged 15 to 49 (%),Western Pacific,Lao People's Democratic Republic,2023,,0.4
Prevalence of HIV among adults aged 15 to 49 (%),Americas,Mexico,2023,,0.4
Prevalence of HIV among adults aged 15 to 49 (%),Europe,Spain,2023,,0.4
Prevalence of HIV among adults aged 15 to 49 (%),Africa,Madagascar,2023,,0.4
Prevalence of HIV among adults aged 15 to 49 (%),Americas,Argentina,2023,,0.4
Prevalence of HIV among adults aged 15 to 49 (%),Europe,Latvia,2023,,0.4
Prevalence of HIV among adults aged 15 to 49 (%),Americas,Paraguay,2023,,0.4
Prevalence of HIV among adults aged 15 to 49 (%),Americas,Peru,2023,,0.4
Prevalence of HIV among adults aged 15 to 49 (%),Africa,Senegal,2023,,0.4
Prevalence of HIV among adults aged 15 to 49 (%),Americas,Costa Rica,2023,,0.5
Prevalence of HIV among adults aged 15 to 49 (%),Americas,Cuba,2023,,0.5
Prevalence of HIV among adults aged 15 to 49 (%),Americas,El Salvador,2023,,0.5
Prevalence of HIV among adults aged 15 to 49 (%),Americas,Venezuela (Bolivarian Republic of),2023,,0.5
Prevalence of HIV among adults aged 15 to 49 (%),Europe,Portugal,2023,,0.5
Prevalence of HIV among adults aged 15 to 49 (%),Africa,Eritrea,2023,,0.6
Prevalence of HIV among adults aged 15 to 49 (%),Americas,Uruguay,2023,,0.6
Prevalence of HIV among adults aged 15 to 49 (%),Americas,Chile,2023,,0.6
Prevalence of HIV among adults aged 15 to 49 (%),Western Pacific,Cambodia,2023,,0.6
Prevalence of HIV among adults aged 15 to 49 (%),Americas,Colombia,2023,,0.6
Prevalence of HIV among adults aged 15 to 49 (%),Africa,Burkina Faso,2023,,0.6
Prevalence of HIV among adults aged 15 to 49 (%),South-East Asia,Myanmar,2023,,0.7
Prevalence of HIV among adults aged 15 to 49 (%),Europe,Estonia,2023,,0.7
Prevalence of HIV among adults aged 15 to 49 (%),Europe,Republic of Moldova,2023,,0.7
Prevalence of HIV among adults aged 15 to 49 (%),Africa,Democratic Republic of the Congo,2023,,0.7
Prevalence of HIV among adults aged 15 to 49 (%),Africa,Benin,2023,,0.8
Prevalence of HIV among adults aged 15 to 49 (%),Africa,Ethiopia,2023,,0.9
Prevalence of HIV among adults aged 15 to 49 (%),Africa,Mali,2023,,0.9
Prevalence of HIV among adults aged 15 to 49 (%),Eastern Mediterranean,Djibouti,2023,,0.9
Prevalence of HIV among adults aged 15 to 49 (%),South-East Asia,Thailand,2023,,0.9
Prevalence of HIV among adults aged 15 to 49 (%),Africa,Liberia,2023,,0.9
Prevalence of HIV among adults aged 15 to 49 (%),Americas,Barbados,2023,,0.9
Prevalence of HIV among adults aged 15 to 49 (%),Americas,Panama,2023,,0.9
Prevalence of HIV among adults aged 15 to 49 (%),Americas,Dominican Republic,2023,,1
Prevalence of HIV among adults aged 15 to 49 (%),Africa,Burundi,2023,,1
Prevalence of HIV among adults aged 15 to 49 (%),Africa,Cabo Verde,2023,,1
Prevalence of HIV among adults aged 15 to 49 (%),Western Pacific,Papua New Guinea,2023,,1
Prevalence of HIV among adults aged 15 to 49 (%),Africa,Chad,2023,,1.1
Prevalence of HIV among adults aged 15 to 49 (%),Americas,Jamaica,2023,,1.1
Prevalence of HIV among adults aged 15 to 49 (%),Americas,Bahamas,2023,,1.2
Prevalence of HIV among adults aged 15 to 49 (%),Americas,Belize,2023,,1.2
Prevalence of HIV among adults aged 15 to 49 (%),Africa,Mauritius,2023,,1.2
Prevalence of HIV among adults aged 15 to 49 (%),Africa,Sierra Leone,2023,,1.3
Prevalence of HIV among adults aged 15 to 49 (%),Africa,Guinea,2023,,1.4
Prevalence of HIV among adults aged 15 to 49 (%),Africa,Angola,2023,,1.4
Prevalence of HIV among adults aged 15 to 49 (%),Africa,Nigeria,2023,,1.4
Prevalence of HIV among adults aged 15 to 49 (%),Africa,Gambia,2023,,1.5
Prevalence of HIV among adults aged 15 to 49 (%),Africa,Ghana,2023,,1.5
Prevalence of HIV among adults aged 15 to 49 (%),Africa,South Sudan,2023,,1.5
Prevalence of HIV among adults aged 15 to 49 (%),Americas,Suriname,2023,,1.6
Prevalence of HIV among adults aged 15 to 49 (%),Americas,Guyana,2023,,1.7
Prevalence of HIV among adults aged 15 to 49 (%),Americas,Haiti,2023,,1.7
Prevalence of HIV among adults aged 15 to 49 (%),Africa,Togo,2023,,1.8
Prevalence of HIV among adults aged 15 to 49 (%),Africa,Zambia,2023,,11
Prevalence of HIV among adults aged 15 to 49 (%),Africa,Namibia,2023,,11.5
Prevalence of HIV among adults aged 15 to 49 (%),Africa,Zimbabwe,2023,,11.7
Prevalence of HIV among adults aged 15 to 49 (%),Africa,Mozambique,2023,,11.8
Prevalence of HIV among adults aged 15 to 49 (%),Africa,South Africa,2023,,16.6
Prevalence of HIV among adults aged 15 to 49 (%),Africa,Botswana,2023,,19.7
Prevalence of HIV among adults aged 15 to 49 (%),Africa,Cote d'Ivoire,2023,,2.2
Prevalence of HIV among adults aged 15 to 49 (%),Africa,Guinea-Bissau,2023,,2.4
Prevalence of HIV among adults aged 15 to 49 (%),Africa,Rwanda,2023,,2.7
Prevalence of HIV among adults aged 15 to 49 (%),Africa,Lesotho,2023,,20.5
Prevalence of HIV among adults aged 15 to 49 (%),Africa,Eswatini,2023,,27.5
Prevalence of HIV among adults aged 15 to 49 (%),Africa,Congo,2023,,3.1
Prevalence of HIV among adults aged 15 to 49 (%),Africa,Gabon,2023,,3.1
Prevalence of HIV among adults aged 15 to 49 (%),Africa,Kenya,2023,,3.7
Prevalence of HIV among adults aged 15 to 49 (%),Africa,United Republic of Tanzania,2023,,4.4
Prevalence of HIV among adults aged 15 to 49 (%),Africa,Uganda,2023,,5.6
Prevalence of HIV among adults aged 15 to 49 (%),Africa,Malawi,2023,,7.6
Prevalence of HIV among adults aged 15 to 49 (%),Europe,Andorra,2023,,
Prevalence of HIV among adults aged 15 to 49 (%),Americas,Antigua and Barbuda,2023,,
Prevalence of HIV among adults aged 15 to 49 (%),Europe,Austria,2023,,
Prevalence of HIV among adults aged 15 to 49 (%),Eastern Mediterranean,Bahrain,2023,,
Prevalence of HIV among adults aged 15 to 49 (%),Europe,Belgium,2023,,
Prevalence of HIV among adults aged 15 to 49 (%),Americas,Brazil,2023,,
Prevalence of HIV among adults aged 15 to 49 (%),Western Pacific,Brunei Darussalam,2023,,
Prevalence of HIV among adults aged 15 to 49 (%),Africa,Cameroon,2023,,
Prevalence of HIV among adults aged 15 to 49 (%),Americas,Canada,2023,,
Prevalence of HIV among adults aged 15 to 49 (%),Africa,Central African Republic,2023,,
Prevalence of HIV among adults aged 15 to 49 (%),Western Pacific,China,2023,,
Prevalence of HIV among adults aged 15 to 49 (%),Western Pacific,Cook Islands,2023,,
Prevalence of HIV among adults aged 15 to 49 (%),Europe,Cyprus,2023,,
Prevalence of HIV among adults aged 15 to 49 (%),South-East Asia,Democratic People's Republic of Korea,2023,,
Prevalence of HIV among adults aged 15 to 49 (%),Americas,Dominica,2023,,
Prevalence of HIV among adults aged 15 to 49 (%),Africa,Equatorial Guinea,2023,,
Prevalence of HIV among adults aged 15 to 49 (%),Europe,Finland,2023,,
Prevalence of HIV among adults aged 15 to 49 (%),Europe,Germany,2023,,
Prevalence of HIV among adults aged 15 to 49 (%),Americas,Grenada,2023,,
Prevalence of HIV among adults aged 15 to 49 (%),Europe,Hungary,2023,,
Prevalence of HIV among adults aged 15 to 49 (%),South-East Asia,India,2023,,
Prevalence of HIV among adults aged 15 to 49 (%),Western Pacific,Japan,2023,,
Prevalence of HIV among adults aged 15 to 49 (%),Western Pacific,Kiribati,2023,,
Prevalence of HIV among adults aged 15 to 49 (%),South-East Asia,Maldives,2023,,
Prevalence of HIV among adults aged 15 to 49 (%),Western Pacific,Marshall Islands,2023,,
Prevalence of HIV among adults aged 15 to 49 (%),Western Pacific,Micronesia (Federated States of),2023,,
Prevalence of HIV among adults aged 15 to 49 (%),Europe,Monaco,2023,,
Prevalence of HIV among adults aged 15 to 49 (%),Western Pacific,Nauru,2023,,
Prevalence of HIV among adults aged 15 to 49 (%),Europe,Netherlands (Kingdom of the),2023,,
Prevalence of HIV among adults aged 15 to 49 (%),Western Pacific,Niue,2023,,
Prevalence of HIV among adults aged 15 to 49 (%),Europe,Norway,2023,,
Prevalence of HIV among adults aged 15 to 49 (%),Western Pacific,Palau,2023,,
Prevalence of HIV among adults aged 15 to 49 (%),Europe,Poland,2023,,
Prevalence of HIV among adults aged 15 to 49 (%),Western Pacific,Republic of Korea,2023,,
Prevalence of HIV among adults aged 15 to 49 (%),Europe,Russian Federation,2023,,
Prevalence of HIV among adults aged 15 to 49 (%),Americas,Saint Kitts and Nevis,2023,,
Prevalence of HIV among adults aged 15 to 49 (%),Americas,Saint Lucia,2023,,
Prevalence of HIV among adults aged 15 to 49 (%),Americas,Saint Vincent and the Grenadines,2023,,
Prevalence of HIV among adults aged 15 to 49 (%),Western Pacific,Samoa,2023,,
Prevalence of HIV among adults aged 15 to 49 (%),Europe,San Marino,2023,,
Prevalence of HIV among adults aged 15 to 49 (%),Africa,Sao Tome and Principe,2023,,
Prevalence of HIV among adults aged 15 to 49 (%),Africa,Seychelles,2023,,
Prevalence of HIV among adults aged 15 to 49 (%),Western Pacific,Solomon Islands,2023,,
Prevalence of HIV among adults aged 15 to 49 (%),Europe,Sweden,2023,,
Prevalence of HIV among adults aged 15 to 49 (%),Europe,Türkiye,2023,,
Prevalence of HIV among adults aged 15 to 49 (%),Western Pacific,Tonga,2023,,
Prevalence of HIV among adults aged 15 to 49 (%),Americas,Trinidad and Tobago,2023,,
Prevalence of HIV among adults aged 15 to 49 (%),Europe,Turkmenistan,2023,,
Prevalence of HIV among adults aged 15 to 49 (%),Western Pacific,Tuvalu,2023,,
Prevalence of HIV among adults aged 15 to 49 (%),Europe,Ukraine,2023,,
Prevalence of HIV among adults aged 15 to 49 (%),Eastern Mediterranean,United Arab Emirates,2023,,
Prevalence of HIV among adults aged 15 to 49 (%),Europe,United Kingdom of Great Britain and Northern Ireland,2023,,
Prevalence of HIV among adults aged 15 to 49 (%),Americas,United States of America,2023,,
Prevalence of HIV among adults aged 15 to 49 (%),Western Pacific,Vanuatu,2023,,
Prevalence of HIV among adults aged 15 to 49 (%),Europe,Albania,2022,,0.1
Prevalence of HIV among adults aged 15 to 49 (%),Africa,Algeria,2022,,0.1
Prevalence of HIV among adults aged 15 to 49 (%),South-East Asia,Bangladesh,2022,,0.1
Prevalence of HIV among adults aged 15 to 49 (%),Europe,Bosnia and Herzegovina,2022,,0.1
Prevalence of HIV among adults aged 15 to 49 (%),Europe,Bulgaria,2022,,0.1
Prevalence of HIV among adults aged 15 to 49 (%),Africa,Comoros,2022,,0.1
Prevalence of HIV among adults aged 15 to 49 (%),Europe,Croatia,2022,,0.1
Prevalence of HIV among adults aged 15 to 49 (%),Europe,Czechia,2022,,0.1
Prevalence of HIV among adults aged 15 to 49 (%),Eastern Mediterranean,Egypt,2022,,0.1
Prevalence of HIV among adults aged 15 to 49 (%),Eastern Mediterranean,Iraq,2022,,0.1
Prevalence of HIV among adults aged 15 to 49 (%),Eastern Mediterranean,Jordan,2022,,0.1
Prevalence of HIV among adults aged 15 to 49 (%),Eastern Mediterranean,Kuwait,2022,,0.1
Prevalence of HIV among adults aged 15 to 49 (%),Eastern Mediterranean,Lebanon,2022,,0.1
Prevalence of HIV among adults aged 15 to 49 (%),Western Pacific,Mongolia,2022,,0.1
Prevalence of HIV among adults aged 15 to 49 (%),Europe,Montenegro,2022,,0.1
Prevalence of HIV among adults aged 15 to 49 (%),Eastern Mediterranean,Morocco,2022,,0.1
Prevalence of HIV among adults aged 15 to 49 (%),Western Pacific,New Zealand,2022,,0.1
Prevalence of HIV among adults aged 15 to 49 (%),Europe,North Macedonia,2022,,0.1
Prevalence of HIV among adults aged 15 to 49 (%),Eastern Mediterranean,Oman,2022,,0.1
Prevalence of HIV among adults aged 15 to 49 (%),Eastern Mediterranean,Qatar,2022,,0.1
Prevalence of HIV among adults aged 15 to 49 (%),Eastern Mediterranean,Saudi Arabia,2022,,0.1
Prevalence of HIV among adults aged 15 to 49 (%),Europe,Serbia,2022,,0.1
Prevalence of HIV among adults aged 15 to 49 (%),Europe,Slovakia,2022,,0.1
Prevalence of HIV among adults aged 15 to 49 (%),Europe,Slovenia,2022,,0.1
Prevalence of HIV among adults aged 15 to 49 (%),Eastern Mediterranean,Somalia,2022,,0.1
Prevalence of HIV among adults aged 15 to 49 (%),South-East Asia,Sri Lanka,2022,,0.1
Prevalence of HIV among adults aged 15 to 49 (%),Eastern Mediterranean,Syrian Arab Republic,2022,,0.1
Prevalence of HIV among adults aged 15 to 49 (%),Eastern Mediterranean,Iran (Islamic Republic of),2022,,0.1
Prevalence of HIV among adults aged 15 to 49 (%),Eastern Mediterranean,Tunisia,2022,,0.1
Prevalence of HIV among adults aged 15 to 49 (%),Eastern Mediterranean,Yemen,2022,,0.1
Prevalence of HIV among adults aged 15 to 49 (%),Eastern Mediterranean,Afghanistan,2022,,0.1
Prevalence of HIV among adults aged 15 to 49 (%),Europe,Iceland,2022,,0.1
Prevalence of HIV among adults aged 15 to 49 (%),Europe,Romania,2022,,0.1
Prevalence of HIV among adults aged 15 to 49 (%),Europe,Azerbaijan,2022,,0.1
Prevalence of HIV among adults aged 15 to 49 (%),Europe,Denmark,2022,,0.1
Prevalence of HIV among adults aged 15 to 49 (%),Eastern Mediterranean,Libya,2022,,0.1
Prevalence of HIV among adults aged 15 to 49 (%),South-East Asia,Nepal,2022,,0.1
Prevalence of HIV among adults aged 15 to 49 (%),Western Pacific,Australia,2022,,0.1
Prevalence of HIV among adults aged 15 to 49 (%),Europe,Israel,2022,,0.1
Prevalence of HIV among adults aged 15 to 49 (%),Eastern Mediterranean,Sudan,2022,,0.1
Prevalence of HIV among adults aged 15 to 49 (%),Europe,Greece,2022,,0.2
Prevalence of HIV among adults aged 15 to 49 (%),Europe,Lithuania,2022,,0.2
Prevalence of HIV among adults aged 15 to 49 (%),Europe,Netherlands (Kingdom of the),2022,,0.2
Prevalence of HIV among adults aged 15 to 49 (%),Western Pacific,Singapore,2022,,0.2
Prevalence of HIV among adults aged 15 to 49 (%),South-East Asia,Bhutan,2022,,0.2
Prevalence of HIV among adults aged 15 to 49 (%),Europe,Ireland,2022,,0.2
Prevalence of HIV among adults aged 15 to 49 (%),Europe,Malta,2022,,0.2
Prevalence of HIV among adults aged 15 to 49 (%),Africa,Niger,2022,,0.2
Prevalence of HIV among adults aged 15 to 49 (%),Eastern Mediterranean,Pakistan,2022,,0.2
Prevalence of HIV among adults aged 15 to 49 (%),Western Pacific,Philippines,2022,,0.2
Prevalence of HIV among adults aged 15 to 49 (%),Europe,Tajikistan,2022,,0.2
Prevalence of HIV among adults aged 15 to 49 (%),South-East Asia,Timor-Leste,2022,,0.2
Prevalence of HIV among adults aged 15 to 49 (%),Europe,Uzbekistan,2022,,0.2
Prevalence of HIV among adults aged 15 to 49 (%),Europe,Kyrgyzstan,2022,,0.2
Prevalence of HIV among adults aged 15 to 49 (%),Africa,Mauritania,2022,,0.2
Prevalence of HIV among adults aged 15 to 49 (%),Americas,Nicaragua,2022,,0.2
Prevalence of HIV among adults aged 15 to 49 (%),Europe,Switzerland,2022,,0.2
Prevalence of HIV among adults aged 15 to 49 (%),Americas,Honduras,2022,,0.3
Prevalence of HIV among adults aged 15 to 49 (%),South-East Asia,Indonesia,2022,,0.3
Prevalence of HIV among adults aged 15 to 49 (%),Europe,Italy,2022,,0.3
Prevalence of HIV among adults aged 15 to 49 (%),Europe,Kazakhstan,2022,,0.3
Prevalence of HIV among adults aged 15 to 49 (%),Europe,Luxembourg,2022,,0.3
Prevalence of HIV among adults aged 15 to 49 (%),Western Pacific,Fiji,2022,,0.3
Prevalence of HIV among adults aged 15 to 49 (%),Europe,Armenia,2022,,0.3
Prevalence of HIV among adults aged 15 to 49 (%),Europe,Georgia,2022,,0.3
Prevalence of HIV among adults aged 15 to 49 (%),Americas,Guatemala,2022,,0.3
Prevalence of HIV among adults aged 15 to 49 (%),Europe,Belarus,2022,,0.3
Prevalence of HIV among adults aged 15 to 49 (%),Americas,Bolivia (Plurinational State of),2022,,0.3
Prevalence of HIV among adults aged 15 to 49 (%),Western Pacific,Lao People's Democratic Republic,2022,,0.3
Prevalence of HIV among adults aged 15 to 49 (%),Western Pacific,Malaysia,2022,,0.3
Prevalence of HIV among adults aged 15 to 49 (%),Western Pacific,Viet Nam,2022,,0.3
Prevalence of HIV among adults aged 15 to 49 (%),Americas,Ecuador,2022,,0.4
Prevalence of HIV among adults aged 15 to 49 (%),Europe,France,2022,,0.4
Prevalence of HIV among adults aged 15 to 49 (%),Americas,Mexico,2022,,0.4
Prevalence of HIV among adults aged 15 to 49 (%),Europe,Spain,2022,,0.4
Prevalence of HIV among adults aged 15 to 49 (%),Africa,Madagascar,2022,,0.4
Prevalence of HIV among adults aged 15 to 49 (%),Americas,Argentina,2022,,0.4
Prevalence of HIV among adults aged 15 to 49 (%),Americas,Costa Rica,2022,,0.4
Prevalence of HIV among adults aged 15 to 49 (%),Americas,Cuba,2022,,0.4
Prevalence of HIV among adults aged 15 to 49 (%),Europe,Latvia,2022,,0.4
Prevalence of HIV among adults aged 15 to 49 (%),Americas,Paraguay,2022,,0.4
Prevalence of HIV among adults aged 15 to 49 (%),Americas,Peru,2022,,0.4
Prevalence of HIV among adults aged 15 to 49 (%),Africa,Senegal,2022,,0.4
Prevalence of HIV among adults aged 15 to 49 (%),Americas,United States of America,2022,,0.4
Prevalence of HIV among adults aged 15 to 49 (%),Americas,Venezuela (Bolivarian Republic of),2022,,0.4
Prevalence of HIV among adults aged 15 to 49 (%),Americas,El Salvador,2022,,0.5
Prevalence of HIV among adults aged 15 to 49 (%),Americas,Chile,2022,,0.5
Prevalence of HIV among adults aged 15 to 49 (%),Europe,Portugal,2022,,0.5
Prevalence of HIV among adults aged 15 to 49 (%),Americas,Uruguay,2022,,0.6
Prevalence of HIV among adults aged 15 to 49 (%),Western Pacific,Cambodia,2022,,0.6
Prevalence of HIV among adults aged 15 to 49 (%),Americas,Colombia,2022,,0.6
Prevalence of HIV among adults aged 15 to 49 (%),Africa,Eritrea,2022,,0.6
Prevalence of HIV among adults aged 15 to 49 (%),South-East Asia,Myanmar,2022,,0.7
Prevalence of HIV among adults aged 15 to 49 (%),Europe,Republic of Moldova,2022,,0.7
Prevalence of HIV among adults aged 15 to 49 (%),Europe,Estonia,2022,,0.7
Prevalence of HIV among adults aged 15 to 49 (%),Africa,Burkina Faso,2022,,0.7
Prevalence of HIV among adults aged 15 to 49 (%),Africa,Democratic Republic of the Congo,2022,,0.7
Prevalence of HIV among adults aged 15 to 49 (%),Africa,Benin,2022,,0.8
Prevalence of HIV among adults aged 15 to 49 (%),Eastern Mediterranean,Djibouti,2022,,0.9
Prevalence of HIV among adults aged 15 to 49 (%),Africa,Ethiopia,2022,,0.9
Prevalence of HIV among adults aged 15 to 49 (%),Africa,Mali,2022,,0.9
Prevalence of HIV among adults aged 15 to 49 (%),Americas,Barbados,2022,,0.9
Prevalence of HIV among adults aged 15 to 49 (%),Americas,Panama,2022,,0.9
Prevalence of HIV among adults aged 15 to 49 (%),South-East Asia,Thailand,2022,,1
Prevalence of HIV among adults aged 15 to 49 (%),Americas,Dominican Republic,2022,,1
Prevalence of HIV among adults aged 15 to 49 (%),Africa,Liberia,2022,,1
Prevalence of HIV among adults aged 15 to 49 (%),Western Pacific,Papua New Guinea,2022,,1
Prevalence of HIV among adults aged 15 to 49 (%),Africa,Cabo Verde,2022,,1
Prevalence of HIV among adults aged 15 to 49 (%),Africa,Chad,2022,,1.1
Prevalence of HIV among adults aged 15 to 49 (%),Africa,Burundi,2022,,1.1
Prevalence of HIV among adults aged 15 to 49 (%),Americas,Jamaica,2022,,1.1
Prevalence of HIV among adults aged 15 to 49 (%),Africa,Mauritius,2022,,1.1
Prevalence of HIV among adults aged 15 to 49 (%),Americas,Belize,2022,,1.2
Prevalence of HIV among adults aged 15 to 49 (%),Americas,Bahamas,2022,,1.2
Prevalence of HIV among adults aged 15 to 49 (%),Africa,Sierra Leone,2022,,1.3
Prevalence of HIV among adults aged 15 to 49 (%),Africa,Guinea,2022,,1.4
Prevalence of HIV among adults aged 15 to 49 (%),Africa,Angola,2022,,1.5
Prevalence of HIV among adults aged 15 to 49 (%),Africa,Nigeria,2022,,1.5
Prevalence of HIV among adults aged 15 to 49 (%),Africa,Ghana,2022,,1.6
Prevalence of HIV among adults aged 15 to 49 (%),Africa,South Sudan,2022,,1.6
Prevalence of HIV among adults aged 15 to 49 (%),Africa,Gambia,2022,,1.6
Prevalence of HIV among adults aged 15 to 49 (%),Americas,Suriname,2022,,1.6
Prevalence of HIV among adults aged 15 to 49 (%),Americas,Guyana,2022,,1.7
Prevalence of HIV among adults aged 15 to 49 (%),Americas,Haiti,2022,,1.7
Prevalence of HIV among adults aged 15 to 49 (%),Africa,Togo,2022,,1.8
Prevalence of HIV among adults aged 15 to 49 (%),Africa,Zambia,2022,,11.4
Prevalence of HIV among adults aged 15 to 49 (%),Africa,Namibia,2022,,11.7
Prevalence of HIV among adults aged 15 to 49 (%),Africa,Mozambique,2022,,12
Prevalence of HIV among adults aged 15 to 49 (%),Africa,Zimbabwe,2022,,12.1
